,co,no,no2,o3,so2,pm2_5,pm10,nh3,date_period,date_day,date_month,date_year,name_month,date_hour
2425,317.1,6.82,3.6,0.02,0.38,2.02,2.82,0.69,2021-04-13 01:00:00,13,4,2021,April,1
2426,290.39,5.36,3.0,0.03,0.33,1.85,2.61,0.7,2021-04-13 02:00:00,13,4,2021,April,2
2427,257.02,3.69,2.31,0.05,0.31,1.61,2.31,0.72,2021-04-13 03:00:00,13,4,2021,April,3
2428,233.65,2.4,1.86,0.08,0.29,1.44,2.08,0.74,2021-04-13 04:00:00,13,4,2021,April,4
2429,220.3,1.82,1.65,0.1,0.29,1.35,1.94,0.72,2021-04-13 05:00:00,13,4,2021,April,5
2430,216.96,2.12,1.56,0.09,0.32,1.36,1.93,0.71,2021-04-13 06:00:00,13,4,2021,April,6
2431,250.34,4.86,1.95,0.19,0.51,1.54,2.15,0.67,2021-04-13 07:00:00,13,4,2021,April,7
2432,330.45,11.18,3.81,1.99,0.73,2.06,2.78,0.74,2021-04-13 08:00:00,13,4,2021,April,8
2433,410.56,12.18,10.88,11.18,0.86,2.68,3.52,1.0,2021-04-13 09:00:00,13,4,2021,April,9
2434,273.71,0.62,2.74,31.83,0.35,0.79,0.98,0.49,2021-04-13 10:00:00,13,4,2021,April,10
2435,270.37,0.2,1.11,35.76,0.29,0.7,0.83,0.42,2021-04-13 11:00:00,13,4,2021,April,11
2436,273.71,0.12,0.64,31.47,0.23,0.6,0.69,0.36,2021-04-13 12:00:00,13,4,2021,April,12
2437,270.37,0.09,0.43,25.75,0.16,0.5,0.56,0.29,2021-04-13 13:00:00,13,4,2021,April,13
2438,273.71,0.1,0.44,23.96,0.13,0.5,0.55,0.26,2021-04-13 14:00:00,13,4,2021,April,14
2439,273.71,0.11,0.47,22.35,0.13,0.5,0.55,0.26,2021-04-13 15:00:00,13,4,2021,April,15
2440,290.39,0.45,2.27,25.03,0.28,0.56,0.65,0.47,2021-04-13 16:00:00,13,4,2021,April,16
2441,327.11,0.7,6.26,26.82,0.49,0.88,1.05,0.77,2021-04-13 17:00:00,13,4,2021,April,17
2442,363.83,0.28,11.14,16.99,0.64,1.17,1.41,1.01,2021-04-13 18:00:00,13,4,2021,April,18
2443,370.5,0.14,11.14,7.51,0.74,1.29,1.62,1.17,2021-04-13 19:00:00,13,4,2021,April,19
2444,347.14,0.22,8.57,4.51,0.73,1.25,1.62,1.14,2021-04-13 20:00:00,13,4,2021,April,20
2445,323.77,0.15,6.17,4.34,0.67,1.15,1.51,0.94,2021-04-13 21:00:00,13,4,2021,April,21
2446,310.42,0.28,5.36,3.4,0.67,1.23,1.62,0.78,2021-04-13 22:00:00,13,4,2021,April,22
2447,310.42,0.8,5.74,1.5,0.66,1.4,1.87,0.74,2021-04-13 23:00:00,13,4,2021,April,23
2448,303.75,1.34,5.66,0.49,0.54,1.44,1.94,0.72,2021-04-14 00:00:00,14,4,2021,April,0
2449,297.07,1.45,5.31,0.17,0.43,1.44,1.99,0.79,2021-04-14 01:00:00,14,4,2021,April,1
2450,280.38,1.2,4.58,0.17,0.38,1.43,2.0,0.78,2021-04-14 02:00:00,14,4,2021,April,2
2451,263.69,0.86,3.6,0.29,0.35,1.34,1.88,0.73,2021-04-14 03:00:00,14,4,2021,April,3
2452,247.0,0.57,2.96,0.39,0.32,1.24,1.74,0.64,2021-04-14 04:00:00,14,4,2021,April,4
2453,240.33,0.5,2.79,0.39,0.3,1.26,1.72,0.56,2021-04-14 05:00:00,14,4,2021,April,5
2454,236.99,0.69,2.83,0.33,0.3,1.36,1.76,0.55,2021-04-14 06:00:00,14,4,2021,April,6
2455,236.99,1.09,3.0,0.58,0.38,1.36,1.65,0.45,2021-04-14 07:00:00,14,4,2021,April,7
2456,247.0,2.04,3.56,1.72,0.44,1.44,1.69,0.4,2021-04-14 08:00:00,14,4,2021,April,8
2457,253.68,1.12,4.58,5.32,0.39,1.52,1.72,0.42,2021-04-14 09:00:00,14,4,2021,April,9
2458,273.71,0.13,1.67,10.37,0.18,1.53,1.6,0.3,2021-04-14 10:00:00,14,4,2021,April,10
2459,280.38,0.1,1.21,12.16,0.16,1.51,1.57,0.31,2021-04-14 11:00:00,14,4,2021,April,11
2460,287.06,0.09,1.22,13.59,0.18,1.47,1.53,0.33,2021-04-14 12:00:00,14,4,2021,April,12
2461,290.39,0.08,1.1,14.48,0.15,1.17,1.22,0.31,2021-04-14 13:00:00,14,4,2021,April,13
2462,293.73,0.1,1.24,15.74,0.16,0.98,1.02,0.33,2021-04-14 14:00:00,14,4,2021,April,14
2463,297.07,0.12,1.52,17.88,0.21,0.95,1.01,0.35,2021-04-14 15:00:00,14,4,2021,April,15
2464,323.77,0.36,4.88,18.42,0.38,1.2,1.32,0.59,2021-04-14 16:00:00,14,4,2021,April,16
2465,383.85,0.55,12.17,15.38,0.58,1.82,2.04,0.86,2021-04-14 17:00:00,14,4,2021,April,17
2466,447.27,0.55,19.88,7.69,0.78,2.52,2.83,1.08,2021-04-14 18:00:00,14,4,2021,April,18
2467,494.0,1.84,22.62,1.88,1.09,3.24,3.72,1.47,2021-04-14 19:00:00,14,4,2021,April,19
2468,514.03,4.64,19.88,0.18,1.24,3.84,4.54,1.55,2021-04-14 20:00:00,14,4,2021,April,20
2469,520.71,6.87,15.77,0.03,1.16,4.27,5.18,1.35,2021-04-14 21:00:00,14,4,2021,April,21
2470,507.36,8.27,11.31,0.02,1.0,4.48,5.52,1.0,2021-04-14 22:00:00,14,4,2021,April,22
2471,473.98,8.72,7.97,0.01,0.78,4.32,5.38,0.74,2021-04-14 23:00:00,14,4,2021,April,23
2472,427.25,7.49,6.34,0.01,0.55,3.83,4.76,0.61,2021-04-15 00:00:00,15,4,2021,April,0
2473,380.52,4.3,6.26,0.03,0.48,3.17,3.9,0.6,2021-04-15 01:00:00,15,4,2021,April,1
2474,353.81,3.55,5.18,0.02,0.4,2.93,3.59,0.67,2021-04-15 02:00:00,15,4,2021,April,2
2475,323.77,2.79,3.86,0.04,0.39,2.56,3.13,0.81,2021-04-15 03:00:00,15,4,2021,April,3
2476,293.73,1.98,2.96,0.07,0.4,2.19,2.68,0.97,2021-04-15 04:00:00,15,4,2021,April,4
2477,277.04,1.48,2.53,0.1,0.38,1.94,2.33,0.82,2021-04-15 05:00:00,15,4,2021,April,5
2478,267.03,1.36,2.31,0.14,0.37,1.77,2.07,0.66,2021-04-15 06:00:00,15,4,2021,April,6
2479,267.03,1.02,2.72,0.87,0.41,1.4,1.63,0.49,2021-04-15 07:00:00,15,4,2021,April,7
2480,287.06,1.48,3.9,1.33,0.48,1.29,1.56,0.46,2021-04-15 08:00:00,15,4,2021,April,8
2481,300.41,1.23,5.31,4.11,0.53,1.28,1.58,0.47,2021-04-15 09:00:00,15,4,2021,April,9
2482,287.06,0.37,3.56,14.13,0.41,1.01,1.24,0.39,2021-04-15 10:00:00,15,4,2021,April,10
2483,283.72,0.19,2.19,20.39,0.37,0.89,1.09,0.42,2021-04-15 11:00:00,15,4,2021,April,11
2484,277.04,0.13,1.5,21.82,0.33,0.79,0.98,0.44,2021-04-15 12:00:00,15,4,2021,April,12
2485,267.03,0.1,1.07,20.56,0.23,0.6,0.74,0.36,2021-04-15 13:00:00,15,4,2021,April,13
2486,263.69,0.08,0.88,19.85,0.17,0.5,0.6,0.31,2021-04-15 14:00:00,15,4,2021,April,14
2487,253.68,0.05,0.69,20.56,0.12,0.51,0.6,0.28,2021-04-15 15:00:00,15,4,2021,April,15
2488,257.02,0.12,1.82,20.03,0.2,0.78,0.9,0.42,2021-04-15 16:00:00,15,4,2021,April,16
2489,273.71,0.17,4.2,16.99,0.32,1.11,1.29,0.63,2021-04-15 17:00:00,15,4,2021,April,17
2490,290.39,0.07,6.68,12.7,0.41,1.38,1.59,0.81,2021-04-15 18:00:00,15,4,2021,April,18
2491,320.44,0.23,9.85,6.8,0.59,1.82,2.15,0.91,2021-04-15 19:00:00,15,4,2021,April,19
2492,350.48,0.85,12.0,2.35,0.76,2.36,2.88,0.89,2021-04-15 20:00:00,15,4,2021,April,20
2493,367.17,1.75,12.51,0.61,0.84,2.83,3.52,0.88,2021-04-15 21:00:00,15,4,2021,April,21
2494,370.5,2.57,12.34,0.2,0.93,3.23,4.11,1.12,2021-04-15 22:00:00,15,4,2021,April,22
2495,363.83,3.19,10.88,0.11,0.89,3.46,4.43,1.14,2021-04-15 23:00:00,15,4,2021,April,23
2496,347.14,3.24,9.17,0.09,0.71,3.43,4.36,1.08,2021-04-16 00:00:00,16,4,2021,April,0
2497,323.77,2.57,7.97,0.11,0.57,3.3,4.16,1.08,2021-04-16 01:00:00,16,4,2021,April,1
2498,303.75,1.73,7.11,0.17,0.48,3.19,4.0,0.98,2021-04-16 02:00:00,16,4,2021,April,2
2499,287.06,0.96,6.34,0.39,0.44,3.05,3.81,0.85,2021-04-16 03:00:00,16,4,2021,April,3
2500,273.71,0.34,6.0,0.76,0.42,2.91,3.6,0.83,2021-04-16 04:00:00,16,4,2021,April,4
2501,263.69,0.19,5.48,0.96,0.4,2.87,3.44,0.89,2021-04-16 05:00:00,16,4,2021,April,5
2502,257.02,0.31,5.1,1.02,0.4,2.81,3.27,0.93,2021-04-16 06:00:00,16,4,2021,April,6
2503,257.02,1.2,5.23,0.88,0.48,2.75,3.19,0.81,2021-04-16 07:00:00,16,4,2021,April,7
2504,283.72,3.47,6.0,1.77,0.62,2.83,3.37,0.73,2021-04-16 08:00:00,16,4,2021,April,8
2505,307.08,3.86,8.31,6.53,0.72,2.96,3.59,0.82,2021-04-16 09:00:00,16,4,2021,April,9
2506,257.02,0.37,3.77,19.85,0.38,1.75,2.14,0.64,2021-04-16 10:00:00,16,4,2021,April,10
2507,236.99,0.13,1.59,22.17,0.26,1.16,1.47,0.55,2021-04-16 11:00:00,16,4,2021,April,11
2508,226.97,0.08,0.83,20.56,0.17,0.79,1.03,0.5,2021-04-16 12:00:00,16,4,2021,April,12
2509,220.3,0.07,0.56,20.21,0.11,0.57,0.75,0.45,2021-04-16 13:00:00,16,4,2021,April,13
2510,216.96,0.09,0.51,21.99,0.1,0.5,0.65,0.45,2021-04-16 14:00:00,16,4,2021,April,14
2511,216.96,0.1,0.48,23.6,0.1,0.5,0.65,0.46,2021-04-16 15:00:00,16,4,2021,April,15
2512,230.31,0.29,1.46,27.18,0.2,0.61,0.79,0.55,2021-04-16 16:00:00,16,4,2021,April,16
2513,253.68,0.53,3.68,29.68,0.36,0.88,1.13,0.73,2021-04-16 17:00:00,16,4,2021,April,17
2514,273.71,0.29,6.26,21.64,0.47,1.12,1.42,0.88,2021-04-16 18:00:00,16,4,2021,April,18
2515,273.71,0.04,6.34,12.52,0.53,1.26,1.62,1.0,2021-04-16 19:00:00,16,4,2021,April,19
2516,267.03,0.06,5.74,9.74,0.57,1.41,1.84,1.11,2021-04-16 20:00:00,16,4,2021,April,20
2517,257.02,0.06,5.14,8.94,0.57,1.5,1.99,1.19,2021-04-16 21:00:00,16,4,2021,April,21
2518,253.68,0.1,4.76,7.87,0.57,1.56,2.1,1.12,2021-04-16 22:00:00,16,4,2021,April,22
2519,257.02,0.26,5.1,5.45,0.54,1.67,2.25,0.94,2021-04-16 23:00:00,16,4,2021,April,23
2520,253.68,0.38,5.18,3.44,0.43,1.7,2.26,0.78,2021-04-17 00:00:00,17,4,2021,April,0
2521,243.66,0.23,4.63,2.44,0.33,1.64,2.17,0.69,2021-04-17 01:00:00,17,4,2021,April,1
2522,230.31,0.1,3.64,2.46,0.29,1.56,2.05,0.64,2021-04-17 02:00:00,17,4,2021,April,2
2523,220.3,0.04,2.91,3.31,0.29,1.52,1.97,0.63,2021-04-17 03:00:00,17,4,2021,April,3
2524,216.96,0.03,2.57,3.67,0.29,1.51,1.93,0.58,2021-04-17 04:00:00,17,4,2021,April,4
2525,211.95,0.07,2.59,2.59,0.28,1.57,2.0,0.62,2021-04-17 05:00:00,17,4,2021,April,5
2526,211.95,0.29,2.96,1.43,0.3,1.71,2.17,0.76,2021-04-17 06:00:00,17,4,2021,April,6
2527,230.31,1.47,3.98,0.78,0.47,2.02,2.59,1.0,2021-04-17 07:00:00,17,4,2021,April,7
2528,267.03,4.25,5.06,0.69,0.61,2.39,3.08,0.97,2021-04-17 08:00:00,17,4,2021,April,8
2529,290.39,5.98,6.17,2.66,0.66,2.6,3.35,1.0,2021-04-17 09:00:00,17,4,2021,April,9
2530,247.0,0.45,4.41,16.81,0.46,1.73,2.13,0.92,2021-04-17 10:00:00,17,4,2021,April,10
2531,243.66,0.17,2.91,22.17,0.41,1.57,1.92,0.85,2021-04-17 11:00:00,17,4,2021,April,11
2532,243.66,0.12,2.19,25.75,0.37,1.45,1.77,0.77,2021-04-17 12:00:00,17,4,2021,April,12
2533,240.33,0.09,1.61,27.54,0.3,1.29,1.56,0.67,2021-04-17 13:00:00,17,4,2021,April,13
2534,243.66,0.1,1.71,28.97,0.31,1.27,1.5,0.66,2021-04-17 14:00:00,17,4,2021,April,14
2535,247.0,0.09,1.95,28.97,0.33,1.26,1.45,0.66,2021-04-17 15:00:00,17,4,2021,April,15
2536,280.38,0.33,6.43,24.32,0.47,1.6,1.85,1.01,2021-04-17 16:00:00,17,4,2021,April,16
2537,343.8,0.68,14.05,23.96,0.62,2.39,2.77,1.44,2021-04-17 17:00:00,17,4,2021,April,17
2538,387.19,0.35,21.08,19.31,0.68,3.1,3.59,1.6,2021-04-17 18:00:00,17,4,2021,April,18
2539,427.25,0.06,26.05,8.67,0.81,3.8,4.42,1.66,2021-04-17 19:00:00,17,4,2021,April,19
2540,453.95,0.39,26.73,3.04,0.88,4.35,5.14,1.65,2021-04-17 20:00:00,17,4,2021,April,20
2541,440.6,0.78,23.31,1.34,0.81,4.48,5.38,1.81,2021-04-17 21:00:00,17,4,2021,April,21
2542,407.22,1.05,19.02,0.76,0.72,4.33,5.3,1.62,2021-04-17 22:00:00,17,4,2021,April,22
2543,370.5,1.43,14.74,0.47,0.55,4.0,4.92,1.01,2021-04-17 23:00:00,17,4,2021,April,23
2544,327.11,1.24,10.97,0.58,0.35,3.42,4.13,0.65,2021-04-18 00:00:00,18,4,2021,April,0
2545,253.68,0.03,5.91,3.93,0.35,2.13,2.4,1.01,2021-04-18 01:00:00,18,4,2021,April,1
2546,223.64,0.01,3.68,3.58,0.3,1.76,1.96,0.66,2021-04-18 02:00:00,18,4,2021,April,2
2547,208.62,0.01,2.66,2.95,0.3,1.61,1.78,0.55,2021-04-18 03:00:00,18,4,2021,April,3
2548,201.94,0.02,2.14,2.64,0.29,1.59,1.74,0.55,2021-04-18 04:00:00,18,4,2021,April,4
2549,200.27,0.04,2.12,2.12,0.3,1.63,1.78,0.64,2021-04-18 05:00:00,18,4,2021,April,5
2550,203.61,0.12,2.7,1.72,0.37,1.73,1.9,0.89,2021-04-18 06:00:00,18,4,2021,April,6
2551,226.97,0.87,4.5,1.08,0.55,2.04,2.27,1.06,2021-04-18 07:00:00,18,4,2021,April,7
2552,260.35,2.6,6.34,1.03,0.62,2.34,2.62,0.78,2021-04-18 08:00:00,18,4,2021,April,8
2553,263.69,1.76,6.94,3.09,0.54,2.2,2.45,0.57,2021-04-18 09:00:00,18,4,2021,April,9
2554,236.99,0.16,2.21,11.44,0.24,1.44,1.53,0.39,2021-04-18 10:00:00,18,4,2021,April,10
2555,233.65,0.09,1.52,13.59,0.22,1.27,1.34,0.36,2021-04-18 11:00:00,18,4,2021,April,11
2556,236.99,0.07,1.35,14.66,0.22,1.18,1.25,0.36,2021-04-18 12:00:00,18,4,2021,April,12
2557,230.31,0.05,1.08,15.56,0.18,0.95,1.01,0.33,2021-04-18 13:00:00,18,4,2021,April,13
2558,230.31,0.05,1.17,16.27,0.19,0.85,0.91,0.33,2021-04-18 14:00:00,18,4,2021,April,14
2559,233.65,0.04,1.48,16.09,0.22,0.89,0.96,0.35,2021-04-18 15:00:00,18,4,2021,April,15
2560,240.33,0.04,1.99,15.2,0.26,0.98,1.05,0.38,2021-04-18 16:00:00,18,4,2021,April,16
2561,247.0,0.04,2.7,14.13,0.3,1.05,1.13,0.4,2021-04-18 17:00:00,18,4,2021,April,17
2562,243.66,0.01,2.96,11.98,0.28,1.05,1.14,0.38,2021-04-18 18:00:00,18,4,2021,April,18
2563,240.33,0.01,2.83,10.1,0.28,1.06,1.15,0.38,2021-04-18 19:00:00,18,4,2021,April,19
2564,240.33,0.01,2.64,8.67,0.3,1.08,1.18,0.39,2021-04-18 20:00:00,18,4,2021,April,20
2565,233.65,0.01,2.38,7.42,0.3,1.1,1.2,0.4,2021-04-18 21:00:00,18,4,2021,April,21
2566,243.66,0.07,3.77,5.05,0.43,1.35,1.53,0.51,2021-04-18 22:00:00,18,4,2021,April,22
2567,260.35,0.24,5.91,2.68,0.53,1.77,2.04,0.67,2021-04-18 23:00:00,18,4,2021,April,23
2568,270.37,0.4,6.86,1.34,0.51,2.05,2.33,0.82,2021-04-19 00:00:00,19,4,2021,April,0
2569,260.35,0.35,6.17,0.81,0.44,2.01,2.28,0.82,2021-04-19 01:00:00,19,4,2021,April,1
2570,240.33,0.18,4.71,0.68,0.35,1.8,2.02,0.55,2021-04-19 02:00:00,19,4,2021,April,2
2571,223.64,0.09,3.38,0.65,0.29,1.56,1.71,0.4,2021-04-19 03:00:00,19,4,2021,April,3
2572,210.29,0.02,2.06,1.61,0.26,1.27,1.34,0.31,2021-04-19 04:00:00,19,4,2021,April,4
2573,203.61,0.03,1.54,1.22,0.23,1.15,1.21,0.34,2021-04-19 05:00:00,19,4,2021,April,5
2574,201.94,0.09,1.54,0.83,0.23,1.09,1.16,0.41,2021-04-19 06:00:00,19,4,2021,April,6
2575,211.95,0.63,2.36,0.51,0.32,1.17,1.28,0.48,2021-04-19 07:00:00,19,4,2021,April,7
2576,230.31,1.52,3.51,2.08,0.39,1.26,1.43,0.5,2021-04-19 08:00:00,19,4,2021,April,8
2577,233.65,0.87,4.46,5.9,0.39,1.2,1.4,0.54,2021-04-19 09:00:00,19,4,2021,April,9
2578,226.97,0.19,1.89,10.82,0.2,0.83,0.92,0.34,2021-04-19 10:00:00,19,4,2021,April,10
2579,226.97,0.16,1.14,17.88,0.19,0.64,0.71,0.28,2021-04-19 11:00:00,19,4,2021,April,11
2580,230.31,0.14,0.87,25.03,0.2,0.56,0.63,0.27,2021-04-19 12:00:00,19,4,2021,April,12
2581,230.31,0.11,0.72,28.61,0.18,0.52,0.59,0.27,2021-04-19 13:00:00,19,4,2021,April,13
2582,230.31,0.11,0.86,27.9,0.19,0.57,0.64,0.3,2021-04-19 14:00:00,19,4,2021,April,14
2583,230.31,0.1,1.05,22.53,0.21,0.65,0.73,0.33,2021-04-19 15:00:00,19,4,2021,April,15
2584,230.31,0.1,1.44,16.27,0.21,0.73,0.8,0.32,2021-04-19 16:00:00,19,4,2021,April,16
2585,236.99,0.1,2.46,13.41,0.26,0.88,0.96,0.33,2021-04-19 17:00:00,19,4,2021,April,17
2586,250.34,0.04,3.98,11.44,0.32,1.09,1.18,0.35,2021-04-19 18:00:00,19,4,2021,April,18
2587,290.39,0.13,9.0,6.8,0.58,1.75,2.0,0.63,2021-04-19 19:00:00,19,4,2021,April,19
2588,333.79,0.55,13.88,2.59,0.97,2.59,3.06,1.27,2021-04-19 20:00:00,19,4,2021,April,20
2589,347.14,1.05,16.11,0.95,1.33,3.08,3.7,2.09,2021-04-19 21:00:00,19,4,2021,April,21
2590,347.14,1.45,16.28,0.44,1.57,3.31,4.02,2.72,2021-04-19 22:00:00,19,4,2021,April,22
2591,337.12,1.58,13.2,0.25,1.3,3.24,3.94,2.22,2021-04-19 23:00:00,19,4,2021,April,23
2592,307.08,1.19,9.6,0.27,0.79,2.74,3.33,1.24,2021-04-20 00:00:00,20,4,2021,April,0
2593,270.37,0.87,5.91,0.26,0.38,2.13,2.59,0.55,2021-04-20 01:00:00,20,4,2021,April,1
2594,243.66,0.84,3.6,0.14,0.26,1.82,2.23,0.52,2021-04-20 02:00:00,20,4,2021,April,2
2595,223.64,0.85,2.34,0.08,0.26,1.68,2.1,0.66,2021-04-20 03:00:00,20,4,2021,April,3
2596,210.29,0.95,1.61,0.05,0.28,1.59,2.01,0.79,2021-04-20 04:00:00,20,4,2021,April,4
2597,200.27,1.2,1.24,0.04,0.28,1.52,1.93,0.74,2021-04-20 05:00:00,20,4,2021,April,5
2598,196.93,1.82,1.22,0.03,0.3,1.52,1.92,0.66,2021-04-20 06:00:00,20,4,2021,April,6
2599,216.96,2.96,2.14,0.08,0.48,1.69,2.08,0.59,2021-04-20 07:00:00,20,4,2021,April,7
2600,257.02,6.15,3.56,1.34,0.62,2.07,2.53,0.6,2021-04-20 08:00:00,20,4,2021,April,8
2601,277.04,4.58,7.45,12.34,0.66,2.33,2.81,0.65,2021-04-20 09:00:00,20,4,2021,April,9
2602,250.34,0.32,1.74,20.56,0.29,0.99,1.11,0.28,2021-04-20 10:00:00,20,4,2021,April,10
2603,250.34,0.15,0.83,22.53,0.21,0.66,0.75,0.27,2021-04-20 11:00:00,20,4,2021,April,11
2604,250.34,0.12,0.62,24.68,0.2,0.6,0.68,0.28,2021-04-20 12:00:00,20,4,2021,April,12
2605,250.34,0.1,0.53,22.71,0.16,0.5,0.57,0.27,2021-04-20 13:00:00,20,4,2021,April,13
2606,247.0,0.1,0.62,19.67,0.14,0.5,0.56,0.28,2021-04-20 14:00:00,20,4,2021,April,14
2607,250.34,0.09,0.85,17.88,0.15,0.5,0.56,0.31,2021-04-20 15:00:00,20,4,2021,April,15
2608,290.39,0.71,5.83,13.23,0.35,0.84,0.99,0.7,2021-04-20 16:00:00,20,4,2021,April,16
2609,367.17,2.21,13.02,6.44,0.54,1.62,1.93,1.06,2021-04-20 17:00:00,20,4,2021,April,17
2610,427.25,6.59,14.74,0.74,0.64,2.29,2.71,1.12,2021-04-20 18:00:00,20,4,2021,April,18
2611,480.65,12.29,13.54,0.02,0.84,3.01,3.55,1.12,2021-04-20 19:00:00,20,4,2021,April,19
2612,500.68,13.75,12.68,0.01,0.89,3.52,4.15,0.94,2021-04-20 20:00:00,20,4,2021,April,20
2613,447.27,9.61,12.0,0.05,0.78,3.27,3.87,0.74,2021-04-20 21:00:00,20,4,2021,April,21
2614,413.9,6.43,11.65,0.05,0.77,3.26,3.89,0.73,2021-04-20 22:00:00,20,4,2021,April,22
2615,440.6,8.61,10.03,0.02,0.81,4.05,4.85,0.93,2021-04-20 23:00:00,20,4,2021,April,23
2616,453.95,9.39,8.91,0.02,0.73,4.52,5.34,1.24,2021-04-21 00:00:00,21,4,2021,April,0
2617,420.57,7.94,7.88,0.02,0.6,4.32,4.89,1.38,2021-04-21 01:00:00,21,4,2021,April,1
2618,370.5,5.53,6.08,0.03,0.41,3.71,4.06,0.9,2021-04-21 02:00:00,21,4,2021,April,2
2619,313.76,3.05,4.46,0.09,0.29,2.92,3.15,0.55,2021-04-21 03:00:00,21,4,2021,April,3
2620,257.02,0.27,3.68,0.91,0.31,1.67,1.77,0.4,2021-04-21 04:00:00,21,4,2021,April,4
2621,240.33,0.05,2.23,1.43,0.28,1.13,1.2,0.38,2021-04-21 05:00:00,21,4,2021,April,5
2622,236.99,0.09,1.78,1.81,0.28,0.93,1.0,0.39,2021-04-21 06:00:00,21,4,2021,April,6
2623,250.34,0.45,2.49,1.65,0.36,1.0,1.12,0.39,2021-04-21 07:00:00,21,4,2021,April,7
2624,273.71,1.22,3.9,1.95,0.43,1.16,1.32,0.38,2021-04-21 08:00:00,21,4,2021,April,8
2625,287.06,0.83,4.58,6.8,0.41,1.2,1.37,0.34,2021-04-21 09:00:00,21,4,2021,April,9
2626,283.72,0.23,2.46,13.59,0.27,0.85,0.96,0.24,2021-04-21 10:00:00,21,4,2021,April,10
2627,287.06,0.13,1.91,14.84,0.26,0.7,0.79,0.26,2021-04-21 11:00:00,21,4,2021,April,11
2628,287.06,0.09,1.56,14.13,0.25,0.59,0.67,0.27,2021-04-21 12:00:00,21,4,2021,April,12
2629,287.06,0.07,1.19,11.62,0.18,0.5,0.56,0.24,2021-04-21 13:00:00,21,4,2021,April,13
2630,283.72,0.07,1.09,9.92,0.14,0.5,0.55,0.24,2021-04-21 14:00:00,21,4,2021,April,14
2631,280.38,0.06,1.1,8.85,0.13,0.5,0.54,0.26,2021-04-21 15:00:00,21,4,2021,April,15
2632,287.06,0.14,2.38,7.51,0.2,0.5,0.56,0.37,2021-04-21 16:00:00,21,4,2021,April,16
2633,307.08,0.3,5.06,6.17,0.3,0.69,0.79,0.45,2021-04-21 17:00:00,21,4,2021,April,17
2634,333.79,0.44,8.31,3.98,0.41,1.11,1.26,0.46,2021-04-21 18:00:00,21,4,2021,April,18
2635,400.54,3.91,12.51,0.62,0.86,2.3,2.66,1.08,2021-04-21 19:00:00,21,4,2021,April,19
2636,480.65,10.39,14.22,0.01,1.62,3.7,4.31,2.38,2021-04-21 20:00:00,21,4,2021,April,20
2637,520.71,14.98,15.08,0.0,2.24,4.62,5.39,3.67,2021-04-21 21:00:00,21,4,2021,April,21
2638,547.41,17.88,15.59,0.0,2.71,5.31,6.14,4.88,2021-04-21 22:00:00,21,4,2021,April,22
2639,567.44,20.79,14.91,0.0,2.86,5.94,6.79,5.19,2021-04-21 23:00:00,21,4,2021,April,23
2640,547.41,20.12,12.17,0.0,2.0,5.79,6.5,3.55,2021-04-22 00:00:00,22,4,2021,April,0
2641,390.53,5.48,9.94,0.04,0.72,3.22,3.56,0.81,2021-04-22 01:00:00,22,4,2021,April,1
2642,353.81,3.33,7.88,0.01,0.49,2.8,3.12,0.69,2021-04-22 02:00:00,22,4,2021,April,2
2643,323.77,2.15,6.0,0.02,0.45,2.58,2.91,0.83,2021-04-22 03:00:00,22,4,2021,April,3
2644,303.75,1.4,4.97,0.03,0.46,2.46,2.79,0.99,2021-04-22 04:00:00,22,4,2021,April,4
2645,293.73,1.05,4.58,0.04,0.47,2.39,2.71,0.93,2021-04-22 05:00:00,22,4,2021,April,5
2646,290.39,1.03,4.58,0.08,0.51,2.35,2.64,0.83,2021-04-22 06:00:00,22,4,2021,April,6
2647,293.73,0.49,4.28,0.79,0.51,1.94,2.12,0.56,2021-04-22 07:00:00,22,4,2021,April,7
2648,307.08,0.87,4.58,3.26,0.51,1.88,2.05,0.48,2021-04-22 08:00:00,22,4,2021,April,8
2649,313.76,0.7,4.88,13.95,0.52,2.04,2.22,0.45,2021-04-22 09:00:00,22,4,2021,April,9
2650,303.75,0.33,2.91,21.99,0.37,1.7,1.83,0.33,2021-04-22 10:00:00,22,4,2021,April,10
2651,300.41,0.18,1.97,23.96,0.31,1.35,1.46,0.28,2021-04-22 11:00:00,22,4,2021,April,11
2652,297.07,0.12,1.56,23.6,0.29,1.1,1.2,0.27,2021-04-22 12:00:00,22,4,2021,April,12
2653,290.39,0.1,1.36,20.39,0.24,0.89,0.98,0.27,2021-04-22 13:00:00,22,4,2021,April,13
2654,287.06,0.09,1.46,17.52,0.22,0.83,0.91,0.28,2021-04-22 14:00:00,22,4,2021,April,14
2655,287.06,0.08,1.69,15.2,0.22,0.82,0.9,0.29,2021-04-22 15:00:00,22,4,2021,April,15
2656,337.12,0.78,7.88,8.49,0.39,1.38,1.56,0.61,2021-04-22 16:00:00,22,4,2021,April,16
2657,433.92,4.14,14.57,3.09,0.57,2.44,2.78,0.9,2021-04-22 17:00:00,22,4,2021,April,17
2658,527.38,12.85,15.42,0.3,0.79,3.55,4.03,1.24,2021-04-22 18:00:00,22,4,2021,April,18
2659,627.52,21.91,14.74,0.0,1.15,4.84,5.53,1.65,2021-04-22 19:00:00,22,4,2021,April,19
2660,654.22,25.93,13.2,0.0,1.28,5.83,6.78,1.69,2021-04-22 20:00:00,22,4,2021,April,20
